ID,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Result
990,Sometimes,Never,Sometimes,Sometimes,Never,Never,Always,Always,Sometimes,Never,Sometimes,Always,Always,Always,Always,Never,Sometimes,Never,Sometimes,Sometimes,True
991,Never,Never,Never,Never,Always,Sometimes,Never,Never,Never,Sometimes,Never,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,False
992,Never,Always,Never,Sometimes,Always,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Never,Never,Never,Always,Always,Sometimes,Sometimes,Never,Always,True
993,Never,Always,Always,Always,Never,Never,Always,Sometimes,Sometimes,Never,Always,Sometimes,Always,Always,Never,Never,Never,Always,Never,Always,False
994,Sometimes,Sometimes,Never,Always,Always,Always,Sometimes,Never,Never,Sometimes,Never,Sometimes,Always,Never,Always,Sometimes,Sometimes,Always,Always,Never,True
995,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Always,Never,Always,Always,Sometimes,Always,Sometimes,Never,Never,Always,Always,Sometimes,Never,Never,False
996,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Never,Never,Never,Always,Sometimes,Sometimes,Always,Never,Never,Sometimes,Sometimes,Always,True
997,Never,Always,Never,Sometimes,Always,Never,Always,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Always,Never,Sometimes,Sometimes,False
998,Always,Never,Always,Never,Sometimes,Always,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,True
999,Sometimes,Always,Never,Always,Always,Never,Always,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Always,Never,Sometimes,Sometimes,Never,Always,False
